id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month
30429767,5min walk toJROtsuka/Goodlocation&NewHouse(9F-2),221285251,Yao,,Toshima Ku,35.72934,139.73316,Entire home/apt,10007,1,21,2019-06-22,3.44
30430430,3min to JR stn#NearUenoEasyAccess#Max8(3F),203426617,靖幸,,Taito Ku,35.72347,139.78026,Entire home/apt,16033,2,27,2019-06-15,4.18
30432388,Near Shinjuku/4BR+2Shower+2Toilet/Private Elevator,222943847,Joan,,Nakano Ku,35.6967,139.68213,Entire home/apt,64023,2,5,2019-06-11,1.03
30432975,Chiyoda Inn Twin Room with Shared Bathroom,223967707,ちよだ,,Arakawa Ku,35.731629999999996,139.79713999999998,Private room,6779,1,0,,
30434660,"New opening!!距离日本最大车站--JR新宿车站附近!新大久保车站步行5分钟,韩国美食街旁",169234249,雲龍,,Shinjuku Ku,35.7026,139.704,Entire home/apt,10007,1,25,2019-06-18,3.87
30446165,上野地铁一站､银座直达､浅草徒步圈内的新建独栋别墅,224754595,彩香,,Taito Ku,35.72579,139.78471000000002,Entire home/apt,22273,2,15,2019-06-23,3.26
30449217,NEW30%!10 min on foot to the Shinjuku,70072058,Alex,,Toshima Ku,35.73162,139.73058,Entire home/apt,7962,30,0,,
30452713,Spacious 2BR! 6ppl max. Near Asakusa! Wifi - FF286,228171857,Harumi,,Taito Ku,35.726240000000004,139.79825,Entire home/apt,16033,1,26,2019-06-25,3.88
30457174,Tokyo Kamakura House,221133218,Wei,,Katsushika Ku,35.745979999999996,139.88295,Entire home/apt,14957,1,8,2019-06-09,1.17
30461479,!!!秋葉原と谷根千の目と鼻の先 ♪受験生♪各種国立大便利♪就活にも♪,32764769,Koichi,,Bunkyo Ku,35.703,139.76743000000002,Entire home/apt,7532,5,8,2019-06-11,1.45
30463756,ebee's Room Tokyo KAMATA - Lovely room  /駅徒歩2分,148157841,Ray,,Ota Ku,35.56197,139.71244,Entire home/apt,10007,2,20,2019-06-09,3.41
30470309,VERY NICE/PRIVATE APTO/ NEAR SHINJUKU STATION,209649623,Apartmentforstay ( T. Cristina).,,Suginami Ku,35.69522,139.62973,Entire home/apt,7855,1,3,2019-06-09,0.67
30470489,寄存行李､汤岛A3出口步行2分钟､京成上野直达成田41分钟､购物观光便利､公寓以酒店服务标准配置用品,142091959,Apple,,Bunkyo Ku,35.70707,139.76626000000002,Entire home/apt,6994,1,34,2019-06-24,5.54
30476418,JR shinjuku station/free pocket wifi,57831714,Miho,,Shinjuku Ku,35.69879,139.69307,Entire home/apt,14957,1,35,2019-06-19,5.87
30477425,Max4person!浅草(Asakusa)/上野/2double bed/proketwifi!,57831714,Miho,,Taito Ku,35.71911,139.80275,Entire home/apt,13450,1,15,2019-06-22,2.51
30477604,Close to Shibuya/Convenient Apartment#205,223088721,渋谷,,Shibuya Ku,35.65448,139.70321,Private room,13020,1,0,,
30482973,"Shinjuku/Shin-Okubo, 4 min walk to Sta., 2BEDS",228674250,Lily's RoomCozy,,Shinjuku Ku,35.70303,139.70363999999998,Entire home/apt,7747,1,11,2019-04-29,1.76
30483009,8mins walk to SHINJUKU/FreeWIFI/FreeStroller/FF232,55848168,Masami,,Shinjuku Ku,35.69743,139.69371,Entire home/apt,12051,1,33,2019-06-11,5.1
30484287,Close to Shibuya/Convenient Apartment#201,223088721,渋谷,,Shibuya Ku,35.653259999999996,139.70293,Private room,13020,1,1,2019-04-14,0.4
30484337,"Sancha:4min walk, Shibuya:7min #3",228630552,Lily's RoomCozy,,Setagaya Ku,35.64155,139.67095,Entire home/apt,6026,1,10,2019-05-12,1.91
30484567,Close to Shibuya/Convenient Apartment#202,223088721,渋谷,,Shibuya Ku,35.65357,139.70103999999998,Private room,13020,1,0,,
30484763,Close to Shibuya/Convenient Apartment#203,223088721,渋谷,,Shibuya Ku,35.65345,139.70161000000002,Private room,13020,1,1,2019-01-20,0.19
30484818,Traditional House in Asakusa Area Max 4ppl Wifi,225641029,Genzo,,Taito Ku,35.71182,139.79045,Entire home/apt,50035,1,14,2019-05-21,2.19
30484954,Near the Shinjuku :: Cozy Double Bed,228138663,Emily,,Shinjuku Ku,35.70129,139.69601,Private room,6994,1,4,2019-06-16,0.62
30485435,Near the Shinjuku :: Cozy Family Room for 6 people,228138663,Emily,,Shinjuku Ku,35.69997,139.69721,Private room,14957,1,4,2019-06-26,2.11
30485904,aa,163145419,Kazutaka,,Shinjuku Ku,35.69119,139.68538,Private room,7640,1,7,2019-04-30,1.44
30486602,NEW! 5min to sta. Explore Tokyo Asakusa Ueno wifi,210378964,Mami,,Taito Ku,35.71358,139.78857,Entire home/apt,16786,2,3,2019-04-16,0.48
30487305,Sale★Asakusa/Sensoji/Skytree/Ueno/Wifi,77860798,Nagomi,,Taito Ku,35.71635,139.79972,Entire home/apt,24963,1,22,2019-06-24,4.34
30488798,☆新宿まで電車で5分!!新築ﾏﾝｼｮﾝの大型TV付の部屋でまったり過ごせます♪202,163145419,Kazutaka,,Shinjuku Ku,35.69246,139.68553,Private room,7102,1,12,2019-05-28,2.02
30488815,Center of Shibuya! 5 mins to Shibuya cross S201,30451776,Emily,,Shibuya Ku,35.65943,139.6942,Entire home/apt,10007,1,33,2019-06-02,4.95
30490075,☆新宿まで5分､六本木まで15分!!ｱｸｾｽ抜群な閑静な住宅街でゆっくりお過ごしください♪203,163145419,Kazutaka,,Shinjuku Ku,35.6914,139.6855,Private room,7102,1,8,2019-05-19,2.11
30493705,"寄存行李,繁华而不喧哗的商业区位置､购物观光美食最佳选择､汤岛2分,上野,京成上野､御徒町车站7分钟",142091959,Apple,,Taito Ku,35.7087,139.76973,Entire home/apt,12051,1,30,2019-06-23,4.79
30494109,"入住前､退房后免费寄存行李,繁华而不喧哗的商业区大型商场购物观光美食､汤岛2分京成上野御徒町步行7分",142091959,Apple,,Taito Ku,35.70857,139.76775,Entire home/apt,14957,1,28,2019-06-11,4.49
30494856,"成田机场直达41分､可寄存行李､移动wi-fi ､按摩椅.上野公园,御徒町､阿美横町､吃喝玩购物首选",142091959,Apple,,Bunkyo Ku,35.707640000000005,139.7686,Entire home/apt,13020,1,24,2019-06-11,3.96
30495464,5min walk Shibuya cozy house ♡ wifi free ♡,159533414,Mana,,Shibuya Ku,35.65395,139.70345,Entire home/apt,9469,1,19,2019-06-11,3.26
30508515,Nan Family Apartment in Sugamo 303,228953694,Tingyu,,Toshima Ku,35.73619,139.73196000000002,Entire home/apt,13020,1,0,,
30509137,66m2 w/MoMA collection MARALUNGA Cozy and spacious,52753335,Shinai,,Shinjuku Ku,35.696870000000004,139.72715,Entire home/apt,10330,2,32,2019-06-25,6.32
30509773,Otsuka|9min|JR Yamanote|Free WIFI|Max4|401,38047329,Ruiko,,Toshima Ku,35.72837,139.73301,Private room,6026,1,7,2019-05-21,1.32
30509887,♪NEW OPEN♪Roppongi  Cat House♪1min to Sta,203206531,Asako,,Minato Ku,35.65742,139.73576,Entire home/apt,44977,1,23,2019-06-19,3.73
30510573,OPEN SALE  ♪Near  IKEBUKURO  ☆ Homey Experience☆,140342229,Marco,,Itabashi Ku,35.746970000000005,139.70511000000002,Entire home/apt,12267,3,19,2019-06-20,3.58
30510968,♪NEW OPEN♪Roppongi  Woods House♪1min to Sta,203206531,Asako,,Minato Ku,35.65765,139.73529,Entire home/apt,44977,1,30,2019-06-18,5.39
30511357,♪NEW OPEN♪Roppongi  Japan House♪1min to Sta,203206531,Asako,,Minato Ku,35.6571,139.73747,Entire home/apt,44977,1,28,2019-06-22,4.35
30512250,Nearest sta 4mins walk! Ikebukuro sta. AS891,228962093,Ayu-Pon Family,,Toshima Ku,35.726659999999995,139.71625,Entire home/apt,37983,1,4,2019-05-26,0.81
30512417,Tokyo/Shinjuku,75519885,Jackson,,Shinjuku Ku,35.69577,139.70541,Entire home/apt,7962,1,34,2019-06-22,5.05
30512544,SS1303/Mo Shibuya 3min|The best location in town,21989389,Ruka ﾙｶ,,Shibuya Ku,35.65879,139.69634,Entire home/apt,24963,30,0,,
30512817,SS1203/Mo Shibuya 3min|The best location in town,21989389,Ruka ﾙｶ,,Shibuya Ku,35.65891,139.69688,Entire home/apt,30021,30,1,2019-01-15,0.18
30516046,203 one piece Direct to Asakusa/Akihabara/Skytree,181447000,四叶草,,Edogawa Ku,35.736470000000004,139.88545,Entire home/apt,9039,2,14,2019-06-15,2.26
30516058,303  Mickey direct to Asakusa/Akihabara/SkyTree,181447000,四叶草,,Edogawa Ku,35.73728,139.88486,Entire home/apt,7962,1,10,2019-06-18,1.67
30517492,103 Direct to Shinjuku/airport/close to station,181447000,四叶草,,Edogawa Ku,35.7363,139.88577,Entire home/apt,8178,2,12,2019-06-14,2.0
30517683,202 Direct to Shinjuku/airport/close to station,181447000,四叶草,,Edogawa Ku,35.73622,139.88547,Entire home/apt,8070,1,15,2019-06-01,2.54
30518921,★spacious room★easily accessed ★Asakusa area,229020495,Kei,,Taito Ku,35.719879999999996,139.79832,Entire home/apt,40028,2,26,2019-06-05,4.02
30519079,Asakusa Skytree Newly renovated modern house 12ppl,16188418,Ken,,Sumida Ku,35.71318,139.80664,Entire home/apt,17969,1,11,2019-05-03,1.8
30524551,新宿/新装修独层公寓/楼下商业街/2个独立卫生间/免费携带Wi-Fi/Whitehouse4楼,106338787,Myunghee,,Shinjuku Ku,35.70068,139.70614,Entire home/apt,20014,2,17,2019-05-22,3.15
30525516,7min Shinjuku&Okubo|DesignersRoom|MAX 3P|#107,229061804,Kenta,,Shinjuku Ku,35.70112,139.70529,Entire home/apt,14957,1,21,2019-06-15,3.39
30526978,Shibuya sta 9 min on foot Max 9 ppl,229071748,Misaki,,Shibuya Ku,35.6583,139.69488,Entire home/apt,47775,1,38,2019-06-16,6.0
30536245,PREM stay for COUPLE! Only 3min Roppongi by train,229126645,The Tokyo Shogunate,,Minato Ku,35.64567,139.72553,Entire home/apt,3981,1,39,2019-06-16,5.94
30536966,Modern Guest House near Shinjuku/ Shibuya,25370510,Mitsuko,,Shibuya Ku,35.68128,139.6768,Entire home/apt,8393,2,20,2019-06-19,3.26
30537895,#702/Shibuya 9 min/ﾏﾝｽﾘｰ/30 days or more/Free wifi,92721377,Ryoko,,Shibuya Ku,35.65894,139.70875,Private room,7855,30,0,,
30538298,新宿区大久保&東新宿 紅葉(Momiji)高級住宅 無料高速Wi-Fi 無料駐車場 交通便利,211271321,紅葉,,Shinjuku Ku,35.70497,139.70453,Entire home/apt,34970,2,16,2019-06-01,2.71
30538655,#102/Shibuya 9 min/ﾏﾝｽﾘｰ/30 days or more/Free wifi,92721377,Ryoko,,Shibuya Ku,35.658609999999996,139.7105,Private room,9039,30,0,,
30538664,新宿/楼下商业街/卫生间2个/免费携带Wi-Fi/复合式日式两层公寓Whitehouse5､6楼,106338787,Myunghee,,Shinjuku Ku,35.69979,139.70478,Entire home/apt,24963,2,12,2019-06-13,2.38
30539348,"M7 Near Tokyo Stn, Morishita 1min",227941688,Sita,,Koto Ku,35.687059999999995,139.79946999999999,Entire home/apt,10007,1,30,2019-06-21,4.64
30539594,"M8 Near Tokyo Stn, Morishita 1min",227941688,Sita,,Koto Ku,35.686820000000004,139.79859,Entire home/apt,10007,1,30,2019-06-22,4.84
30539849,"M9 Near Tokyo Stn, Morishita 1min",227941688,Sita,,Koto Ku,35.6886,139.79807,Entire home/apt,10007,1,26,2019-06-16,4.19
30539956,"M10 Near Tokyo Stn, Morishita 1min",227941688,Sita,,Koto Ku,35.68765,139.7984,Entire home/apt,9899,1,38,2019-06-15,5.82
30541595,浅草902 Asakusa NEW! Best Room Best Place!!,229165904,Hiro,,Taito Ku,35.71447,139.79925,Entire home/apt,14957,1,19,2019-06-27,3.0
30542102,Big1Floor 3 BR 3Bath 3toilet 2min Shinjuku Shibuya,61329355,Kaori,,Shibuya Ku,35.68334,139.68354,Entire home/apt,36692,2,30,2019-06-15,4.52
30543184,Free Wifi!Near Shinjuku&Shin-okubo 6ppl stay #JR01,229176452,徐,,Shinjuku Ku,35.70476,139.69939,Entire home/apt,5595,1,12,2019-06-22,2.34
30546161,Toshima-ku Senkawa 3 Room101,128821251,Akira,,Toshima Ku,35.74179,139.69333,Private room,2905,1,12,2019-06-15,2.14
30546435,10 min by train to Shinjuku Sta.!Shinjuku Area!,57062103,Makoto,,Shinjuku Ku,35.71113,139.68197,Entire home/apt,20014,1,26,2019-06-21,3.94
30546617,302 direct to Asakusa/Akihabara/SkyTree,181447000,四叶草,,Edogawa Ku,35.73708,139.88555,Entire home/apt,10007,2,14,2019-06-16,2.58
30546731,Toshima-ku Senkawa 3 Room 102,128821251,Akira,,Toshima Ku,35.740520000000004,139.69236999999998,Private room,2905,1,15,2019-06-23,2.51
30546875,Free Wifi!Near Ikebukuro&Shinjuku 9ppl stay#SA06,143447381,Riko,,Toshima Ku,35.72756,139.7014,Entire home/apt,20014,1,9,2019-06-22,1.44
30546982,Toshima-ku Chikawa 3 Room 103,128821251,Akira,,Toshima Ku,35.740520000000004,139.69411000000002,Private room,2798,1,13,2019-06-03,2.44
30547093,Toshima-ku Senkawa 3 Room 201 (2nd floor),128821251,Akira,,Toshima Ku,35.74257,139.69193,Private room,3981,1,14,2019-05-22,2.56
30547234,Toshima-ku Senkawa 3 Room 202,128821251,Akira,,Toshima Ku,35.74197,139.69323,Private room,3981,1,6,2019-05-06,1.07
30547435,Toshima-ku Senkawa 3 Room 203,128821251,Akira,,Toshima Ku,35.742670000000004,139.69186000000002,Private room,3981,1,7,2019-04-30,1.25
30547524,Toshima-ku Senkawa 3 Room 204,128821251,Akira,,Toshima Ku,35.74028,139.69406999999998,Private room,3981,1,12,2019-06-03,1.93
30548193,301 Direct to Shinjuku/airport/close to station,181447000,四叶草,,Edogawa Ku,35.73635,139.8844,Entire home/apt,6026,2,14,2019-06-27,2.35
30548248,浅草站步行3分四人家庭房夜景天空树可添加沙发床,224311770,聖聖,,Taito Ku,35.71373,139.80026999999998,Entire home/apt,14957,1,13,2019-06-09,2.22
30548333,201 Direct to Shinjuku/airport/close to station,181447000,四叶草,,Edogawa Ku,35.735820000000004,139.88623,Entire home/apt,6026,2,16,2019-05-18,2.55
30548761,浅草站旁新上线新装修大床时尚民宿,224311770,聖聖,,Taito Ku,35.7126,139.79946,Entire home/apt,12051,1,14,2019-06-23,2.59
30549015,新开机场直达浅草寺车站3分两人间双床温馨,224311770,聖聖,,Taito Ku,35.7138,139.79946999999999,Entire home/apt,10007,1,13,2019-06-24,2.17
30549197,"""Female only"" 8 bed  dormitory room",229209805,Hostel Bedgasm,,Taito Ku,35.72076,139.78977,Shared room,3120,1,1,2019-03-26,0.32
30552329,Near Asakusa&Ueno&SkyTree MAX12ppl/4room,145960437,Kai,,Taito Ku,35.721309999999995,139.7949,Entire home/apt,27761,1,19,2019-06-19,2.94
30552801,"YUGA GUEST HOUSE ‼️NEW
OPEN‼️5 minutes  to station",114328660,Yuga,,Itabashi Ku,35.750659999999996,139.71398,Entire home/apt,6994,1,23,2019-06-25,3.69
30564558,Clean!5min Iriya sta/Ueno&Asakusa Area NEW OPEN!,99164127,Yasuyo,,Taito Ku,35.721,139.78919,Private room,10007,2,26,2019-06-16,4.11
30564896,Japanese Style TATAMI room in Shinjuku,229308728,Henna,,Shinjuku Ku,35.70252,139.69568,Entire home/apt,7209,1,23,2019-05-27,4.23
30565028,Japanese Style TATAMI room in Shinjuku,229308728,Henna,,Shinjuku Ku,35.70406,139.69592,Entire home/apt,7209,1,15,2019-06-02,2.59
30565308,Japanese Style TATAMI room in Shinjuku,229308728,Henna,,Shinjuku Ku,35.70323,139.69692,Entire home/apt,7209,1,20,2019-06-26,3.33
30565603,Japanese Style TATAMI room in Shinjuku,229308728,Henna,,Shinjuku Ku,35.70231,139.69541,Entire home/apt,7209,1,10,2019-06-04,1.73
30565907,Japanese Style TATAMI room in Shinjuku,229308728,Henna,,Shinjuku Ku,35.70362,139.69662,Entire home/apt,7209,1,12,2019-05-28,2.18
30566513,Japanese Style TATAMI room in Shinjuku,229313680,Henna,,Shinjuku Ku,35.7022,139.69659,Entire home/apt,7102,1,3,2019-01-14,0.46
30566696,Japanese Style TATAMI room in Shinjuku,229313680,Henna,,Shinjuku Ku,35.70189,139.69556,Entire home/apt,7102,1,17,2019-06-21,2.62
30566748,Japanese Style TATAMI room in Shinjuku,229313680,Henna,,Shinjuku Ku,35.70208,139.69596,Entire home/apt,7102,1,9,2019-06-25,1.38
30566805,Japanese Style TATAMI room in Shinjuku,229313680,Henna,,Shinjuku Ku,35.703509999999994,139.69603999999998,Entire home/apt,7102,1,8,2019-05-21,1.3
30566901,"Uhome Ikebukuro Villa 2, Big, Modern, &Comfortable",229186078,Rui,,Toshima Ku,35.73575,139.70434,Entire home/apt,34648,1,21,2019-06-18,3.44
30567056,Japanese Style TATAMI room in Shinjuku / Free WiFi,229317655,Henna,,Shinjuku Ku,35.70363,139.69545,Entire home/apt,7102,1,4,2019-05-29,0.75
30567125,Japanese Style TATAMI room in Shinjuku / Free WiFi,229317655,Henna,,Shinjuku Ku,35.70385,139.69734,Entire home/apt,7102,1,9,2019-06-13,1.36
30567212,Japanese Style TATAMI room in Shinjuku / Free WiFi,229317655,Henna,,Shinjuku Ku,35.70332,139.69744,Entire home/apt,7102,1,0,,
30567403,Licensed Tokyo Rental - Top Yoga Tower View,131748110,Kumina,,Setagaya Ku,35.63008,139.63564,Entire home/apt,10868,4,6,2019-04-21,1.1
30567580,Japanese Style TATAMI room in Shinjuku / Free WiFi,229317655,Henna,,Shinjuku Ku,35.70346,139.69609,Entire home/apt,7102,1,15,2019-05-30,2.27
30567628,Japanese Style TATAMI room in Shinjuku / Free WiFi,229317655,Henna,,Shinjuku Ku,35.70191,139.69579,Entire home/apt,7102,1,10,2019-05-31,1.83
30567759,"Uhome Ikebukuro Villa 3, 5mn from station",229186078,Rui,,Toshima Ku,35.72779,139.70600000000002,Entire home/apt,34648,1,12,2019-06-20,1.91
30567789,[Man Only]Grandouce Sumiyoshi/Dormitory/New,225151107,Grandouoce,,Koto Ku,35.68463,139.81725,Private room,4950,1,256,2019-06-20,39.38
30568376,"Earthy Bohemian Apt, 2 stops to Shinjuku! (#11)",118290014,Yuna,,Shibuya Ku,35.67738,139.68088999999998,Entire home/apt,50035,1,21,2019-06-12,4.32
30568543,Shibuya Sta. 8mins walk☆Free WiFi AS967,218188314,Inori And Kenichi,,Shibuya Ku,35.6588,139.69571000000002,Entire home/apt,20014,1,20,2019-06-11,3.23
30568593,2 MINS to the station ☆ Direct access to SHINJUKU,204641075,Katsu,,Nakano Ku,35.695440000000005,139.67059,Entire home/apt,8716,1,26,2019-06-18,4.17
30568692,Licensed Tokyo Rental - Local Sakurashinmachi,131748110,Kumina,,Setagaya Ku,35.63309,139.65233,Entire home/apt,8931,2,12,2019-06-16,2.02
30569458,Tokyo Monthly Rental - Top Sakurashinmachi,4838043,Robert,,Setagaya Ku,35.6332,139.65243,Entire home/apt,6886,30,3,2019-06-07,0.55
30570080,Tokyo Monthly Rental - Local Sakurashinmachi,4838043,Robert,,Setagaya Ku,35.632709999999996,139.6526,Entire home/apt,4950,30,2,2019-06-11,0.42
30570314,Tokyo Monthly Rental - Top Yoga Tower View,4838043,Robert,,Setagaya Ku,35.63001,139.6359,Entire home/apt,6886,30,3,2019-04-11,0.54
30570433,Brand New Renovated Apt - Modern Sakurashinmachi,131748110,Kumina,,Setagaya Ku,35.633520000000004,139.65077,Entire home/apt,12912,2,3,2019-04-11,0.48
30570827,Near the Shinjuku :: Cozy Double Bed,228138663,Emily,,Shinjuku Ku,35.69908,139.69578,Private room,7962,1,2,2019-05-10,0.31
30570928,Near the Shinjuku :: Cozy Bunker Bed,228138663,Emily,,Shinjuku Ku,35.70102,139.69634,Private room,7962,1,3,2019-04-03,0.54
30570967,Near the Shinjuku :: Cozy Triple Room,228138663,Emily,,Shinjuku Ku,35.70107,139.69634,Private room,10007,1,5,2019-05-25,1.63
30571055,Near the Shinjuku :: Cozy Quad Room,228138663,Emily,,Shinjuku Ku,35.701370000000004,139.697,Private room,12051,1,2,2019-03-31,0.39
30571098,Near the Shinjuku :: Cozy Double Bed,228138663,Emily,,Shinjuku Ku,35.69985,139.69592,Private room,7962,1,2,2019-05-07,0.73
30571127,Near the Shinjuku :: Cozy Double Bed,228138663,Emily,,Shinjuku Ku,35.700520000000004,139.69619,Private room,6994,1,5,2019-03-24,0.77
30571163,Near the Shinjuku :: Cozy Triple Room,228138663,Emily,,Shinjuku Ku,35.701229999999995,139.6972,Private room,8931,1,2,2019-06-11,0.65
30571208,Near the Shinjuku :: Cozy Bunker Bed,228138663,Emily,,Shinjuku Ku,35.70069,139.69598,Private room,6994,1,3,2019-05-05,0.46
30571261,"SHINJUKU LUCKY HOTEL ---8 guests,pocket WIFI,",38309930,TOKYOb&B.Co.Jp,,Kita Ku,35.74708,139.7234,Entire home/apt,13558,1,12,2019-04-06,2.17
30571790,"2BR Private APARTMENT, 10 minutes to SHINJUKU",48535583,Steven,,Nakano Ku,35.69357,139.67538000000002,Entire home/apt,6026,2,2,2019-05-26,1.02
30572488,102 Direct to Shinjuku/airport/close to station,70616787,Jing,,Edogawa Ku,35.7366,139.8841,Entire home/apt,99962,2,16,2019-06-06,2.58
30572502,Near the Shinjuku :: Cozy Quad Room,228138663,Emily,,Shinjuku Ku,35.69921,139.69725,Private room,13988,1,0,,
30577230,"Tokyo Metro Kasai Sta - Ginza, Disney, Tokyo K-101",59220726,Shinnosuke,,Edogawa Ku,35.65883,139.88501000000002,Private room,3551,2,19,2019-06-17,3.15
30578049,302 6Bed 3min Shinjuku【1min to Metro】POKETWIFI42㎡,115432704,ｼﾞｬﾝ,,Shinjuku Ku,35.69083,139.72296,Entire home/apt,19799,1,6,2019-06-03,1.22
30581646,"IR41入谷宽敞两居室公寓,地铁站步行两分钟,超市便利店饮食店满载",212577333,Tian,,Taito Ku,35.7198,139.78541,Entire home/apt,14957,1,8,2019-05-24,1.92
30581910,IR51入谷两室公寓｡独立卫浴｡步行至地铁站3分钟｡新宿涉谷秋叶原银座直达｡便利店饮食店满载,212577333,Tian,,Taito Ku,35.71993,139.78695,Entire home/apt,14957,1,12,2019-05-30,2.18
30583302,New open!! A0G01 Kamata spacious house 8ppl,58033573,H2O Stay,,Ota Ku,35.57113,139.71745,Entire home/apt,30021,1,26,2019-06-13,4.43
30591515,Shibuya Crossing☆7mins walk from Shibuya sta.☆No1,178319983,Yukari,,Shibuya Ku,35.6578,139.70741999999998,Entire home/apt,12482,2,3,2019-06-09,0.57
30592240,【Long Term Rental】2 Bedroom Near Shinjuku Room 801,202650064,Shiro,,Shinjuku Ku,35.70057,139.70368,Entire home/apt,10007,30,0,,
30592295,#106/Shibuya 9 min/ﾏﾝｽﾘｰ/30 days or more/Free wifi,92721377,Ryoko,,Shibuya Ku,35.658359999999995,139.71047,Private room,9039,30,0,,
30592589,【Long Term Rental】Huge Japanese House in Ebisu,202650064,Shiro,,Shibuya Ku,35.64853,139.70653000000001,Entire home/apt,20014,30,0,,
30593714,Japanese style room central Tokyo JR station 3min,96703868,Yuki,,Kita Ku,35.736270000000005,139.75929,Entire home/apt,12051,1,11,2019-06-08,1.83
30596441,Nomad Hostel Classic / Semi-Private #1,228133407,Nomad,,Sumida Ku,35.70702,139.80172,Shared room,1722,3,8,2019-06-12,1.29
30596693,Nomad Hostel Classic / Semi-Private #1,228133407,Nomad,,Sumida Ku,35.70675,139.80157,Shared room,1722,3,3,2019-01-26,0.51
30596975,Nomad Hostel Classic / Semi-Private #1,228133407,Nomad,,Sumida Ku,35.70678,139.80176,Shared room,1722,3,4,2019-02-24,0.67
30597097,Nomad Hostel Classic / Semi-Private #1,228133407,Nomad,,Sumida Ku,35.705490000000005,139.79994,Shared room,1722,3,1,2019-06-12,1.0
30597183,Nomad Hostel Classic / Semi-Private #1,228133407,Nomad,,Sumida Ku,35.70645,139.80088999999998,Shared room,1722,3,7,2019-05-01,1.15
30597479,Nomad Hostel Classic / Semi-Private #1,228133407,Nomad,,Sumida Ku,35.70642,139.80031,Shared room,1722,3,3,2019-05-26,0.51
30597603,Miyakejima Snapper  Japanese-Style Standard Room,229362602,三宅島ｽﾅｯﾊﾟｰ,,Miyake Mura,34.11995,139.54333,Private room,20014,1,0,,
30597698,Nomad Hostel Classic / Semi-Private #1,228133407,Nomad,,Sumida Ku,35.7061,139.80081,Shared room,1722,3,3,2019-04-17,0.51
30598035,Miyakejima Snapper Japanese-Style Twin Room,229362602,三宅島ｽﾅｯﾊﾟｰ,,Miyake Mura,34.11981,139.54459,Private room,10007,1,0,,
30598845,【Female only】Nomad Hostel Classic/ Semi-Private #2,228133407,Nomad,,Sumida Ku,35.70533,139.80165,Shared room,1722,3,5,2019-04-29,0.82
30603849,【Female only】Nomad Hostel Classic/ Semi-Private #2,228133407,Nomad,,Sumida Ku,35.70535,139.80168999999998,Shared room,1722,3,5,2019-05-01,0.85
30605149,【Female only】Nomad Hostel Classic/ Semi-Private #2,228133407,Nomad,,Sumida Ku,35.70518,139.80033,Shared room,1722,3,1,2019-01-01,0.17
30606366,【Female only】Nomad Hostel Classic/ Semi-Private #2,228133407,Nomad,,Sumida Ku,35.7048,139.80167,Shared room,1722,3,2,2019-04-20,0.73
30607637,【Female only】Nomad Hostel Classic/ Semi-Private #2,228133407,Nomad,,Sumida Ku,35.70615,139.79985,Shared room,1722,3,2,2019-05-23,0.5
30609076,【Female only】Nomad Hostel Classic/ Semi-Private #2,228133407,Nomad,,Sumida Ku,35.70556,139.80172,Shared room,1722,3,3,2019-04-24,0.7
30625518,無料Internet､Wi-Fi｡JR3min浅草駅､秋葉原､ｽｶｲﾂﾘｰ東京駅へ...便利(1),226736953,梅子,,Koto Ku,35.69429,139.82449,Entire home/apt,10007,2,9,2019-06-22,1.53
30628034,"尹府B栋-东京池袋站步行8分钟,要町步行5分钟｡全新别墅3室一厅｡购物出行超便利｡",176240506,Allens,,Toshima Ku,35.73503,139.70391999999998,Entire home/apt,40028,2,4,2019-04-20,0.88
30640334,"無料Internet, Wi-Fi､JR電車3min浅草駅､秋葉原､ｽｶｲﾂﾘｰ､東京駅へ便利(2)",226736953,梅子,,Koto Ku,35.69461,139.82653,Entire home/apt,10007,3,8,2019-06-12,1.37
30642113,"Sancha:4min walk, Shibuya:7min #2",228630552,Lily's RoomCozy,,Setagaya Ku,35.64135,139.67224,Entire home/apt,5380,1,13,2019-04-29,2.35
30677068,☼Skytree Unique Loft Flat☼Great Access by Subway☼,143444800,Naoto,,Sumida Ku,35.71143,139.81543,Entire home/apt,16033,1,26,2019-06-17,4.22
30677131,浅草701 東京浅草寺徒歩2分 Sensoji and Sky tree !,79948554,You Zhu,,Taito Ku,35.71587,139.79768,Entire home/apt,14957,2,20,2019-06-23,3.23
30677225,東京浅草5F 2rooms 60sqm,79948554,You Zhu,,Taito Ku,35.7142,139.80081,Entire home/apt,30021,2,6,2019-06-12,1.33
30677573,Zaito-Cozy apartment near Tokyo Skytree#401,229627088,宅東,,Sumida Ku,35.68866,139.80236000000002,Entire home/apt,14957,3,22,2019-06-02,3.63
30680208,NewModernLegalHouse@JROtsuka#Max4FreeWifi(3F-4),76116303,博,,Toshima Ku,35.72961,139.73263,Entire home/apt,12051,2,18,2019-06-21,2.9
30682027,Zaito-Cozy apartment near Tokyo Skytree#301,229627088,宅東,,Sumida Ku,35.68949,139.8022,Entire home/apt,12051,3,20,2019-06-18,3.28
30682179,Shinjuku 4 min train Max 8ppl 101,229564857,Suite,,Nakano Ku,35.704370000000004,139.68139,Entire home/apt,29806,1,30,2019-06-15,4.86
